insee;nom;altitude;code_postal;longitude;latitude;pop99;surface;departement;region;indicatif
25527;Saint-Vit;257;25410;0.10142787163048;0.82347544145216;4381;16.42;25;FC;3
25528;Samson;318;25440;0.10260111892634;0.82123558981735;68;1.95;25;FC;3
25529;Sancey-le-Grand;500;25430;0.11490083687471;0.82544864408282;1021;23.54;25;FC;3
25530;Sancey-le-Long;505;25430;0.1152692935339;0.82564738247917;367;6.96;25;FC;3
25531;Santoche;290;25340;0.11354820903468;0.82739275167857;68;2.14;25;FC;3
25532;Saône;390;25660;0.10676081010148;0.82422691893275;2728;20.83;25;FC;3
25533;Saraz;507;25330;0.10440947188553;0.82023690440856;21;5.89;25;FC;3
25534;Sarrageois;940;25240;0.10845767647953;0.81553416139765;106;13.24;25;FC;3
25535;Saules;570;25580;0.10816678438709;0.82245731496742;189;7.71;25;FC;3
25536;Sauvagney;210;25170;0.1030568440455;0.82597222155313;165;3.97;25;FC;3
25537;Scey-Maisières;351;25290;0.10604328792478;0.82204039709877;253;12.72;25;FC;3
25538;Séchin;358;25110;0.10967940162961;0.82617582021846;108;1.09;25;FC;3
25539;Seloncourt;345;25230;0.1197392929103;0.82837206259044;5746;7.90;25;FC;3
25540;Semondans;350;25750;0.11684494447046;0.82978766586786;236;2.76;25;FC;3
25541;Septfontaines;770;25270;0.10790983095379;0.81997504909439;254;18.47;25;FC;3
25542;Serre-les-Sapins;300;25770;0.10346409131044;0.82452745666176;1354;5.28;25;FC;3
25544;Servin;500;25430;0.112787052628;0.82567647751408;164;10.18;25;FC;3
25545;Silley-Amancey;622;25330;0.1071923087771;0.82087686201852;110;5.22;25;FC;3
25546;Silley-Bléfond;409;25110;0.11040177575291;0.82596250101515;59;4.32;25;FC;3
25547;Sochaux;320;25600;0.11921569047285;0.82931741819838;4491;2.21;25;FC;3
25548;Solemont;510;25190;0.11700008192634;0.82631643512402;185;8.19;25;FC;3
25549;Sombacour;740;25520;0.10920427704638;0.81948542692797;524;19.29;25;FC;3
25550;La_Sommette;715;25510;0.11363546917227;0.82368876065547;129;7.42;25;FC;3
25551;Soulce-Cernay;390;25190;0.11971988512385;0.82595284705621;94;8.64;25;FC;3
25552;Sourans;370;25250;0.11579774791795;0.82743150067244;128;4.18;25;FC;3
25553;Soye;310;25250;0.11342701023794;0.82809569304831;252;14.08;25;FC;3
25554;Surmont;680;25380;0.11541475206369;0.82518199507867;129;7.35;25;FC;3
25555;Taillecourt;340;25400;0.1195889824339;0.82898778543446;743;1.86;25;FC;3
25556;Tallans;260;25680;0.10976667008958;0.82763030564781;26;4.03;25;FC;3
25557;Tallenay;420;25870;0.10515123715052;0.82563286825123;394;2.33;25;FC;3
25558;Tarcenay;492;25620;0.10664447157373;0.82302942854859;628;13.07;25;FC;3
25559;Thiébouhans;805;25470;0.11950171397393;0.8252062298446;185;5.82;25;FC;3
25560;Thise;280;25220;0.1061257210829;0.82527407387337;3036;9.01;25;FC;3
25561;Thoraise;250;25320;0.10302291370874;0.8233299662776;239;3.93;25;FC;3
25562;Thulay;500;25310;0.11975383210538;0.82769814967659;172;2.24;25;FC;3
25563;Thurey-le-Mont;240;25870;0.10688687748958;0.82681577782842;106;4.85;25;FC;3
25564;Torpes;250;25320;0.1028241337005;0.82326212224884;713;5.63;25;FC;3
25565;Touillon-et-Loutelet;1020;25370;0.11082840583716;0.81668318224996;149;4.73;25;FC;3
25566;La_Tour-de-Sçay;290;25640;0.10866613541386;0.82706305233563;222;8.93;25;FC;3
25567;Tournans;380;25680;0.1104211668946;0.82753330000511;119;9.19;25;FC;3
25569;Trépot;550;25620;0.10731835952044;0.82321365271699;356;14.74;25;FC;3
25570;Tressandans;260;25680;0.11056660877963;0.82897320462749;30;2.35;25;FC;3
25571;Trévillers;776;25470;0.11986533533127;0.82524018514851;438;10.82;25;FC;3
25572;Trouvans;329;25680;0.11078477160718;0.82767877517966;62;2.76;25;FC;3
25573;Urtière;930;25470;0.12086890597617;0.82478924539691;6;2.16;25;FC;3
25574;Uzelle;390;25340;0.11232647556223;0.8284399066192;156;11.71;25;FC;3
25575;Vaire-Arcier;260;25220;0.10729411643214;0.82523046461052;526;12.73;25;FC;3
25576;Vaire-le-Petit;250;25220;0.10729896837875;0.82532254340521;197;1.27;25;FC;3
25578;Valdahon;650;25800;0.11076052851888;0.82287909310507;4027;25.42;25;FC;3
25579;Val-de-Roulans;400;25640;0.10934002336057;0.82662183312203;84;2.97;25;FC;3
25580;Valentigney;326;25700;0.11926416000469;0.82846414138512;12486;9.79;25;FC;3
25582;Valleroy;259;25870;0.1067705139947;0.82705333179765;72;3.04;25;FC;3
25583;Valonne;540;25190;0.11624862941288;0.82632129539302;179;8.35;25;FC;3
25584;Valoreille;730;25190;0.11770306490796;0.8255455831465;90;7.59;25;FC;3
25585;Vanclans;720;25580;0.1110271858454;0.82204525736776;171;9.59;25;FC;3
25586;Vandoncourt;420;25230;0.12045196314038;0.8284738619231;626;8.67;25;FC;3
25587;Vauchamps;400;25360;0.108932784418;0.82505589440106;121;2.89;25;FC;3
25588;Vaucluse;500;25380;0.11668496339036;0.82481348016284;69;5.09;25;FC;3
25589;Vauclusotte;452;25380;0.11755277939869;0.82518678876863;110;7.72;25;FC;3
25590;Vaudrivillers;516;25360;0.11215194696466;0.82522560434152;75;3.75;25;FC;3
25591;Vaufrey;420;25190;0.12085435013634;0.82638913942178;162;9.32;25;FC;3
25592;Vaux-et-Chantegrue;805;25160;0.10913156442624;0.816988646827;503;13.94;25;FC;3
25593;Vaux-les-Prés;250;25770;0.10270292658139;0.82444017155704;345;5.18;25;FC;3
25594;Velesmes-Essarts;286;25410;0.10252355435959;0.8236450848136;302;2.85;25;FC;3
25595;Vellerot-lès-Belvoir;600;25430;0.11520626816223;0.82644246922261;121;6.03;25;FC;3
25596;Vellerot-lès-Vercel;630;25530;0.11252525557046;0.82455169142769;55;4.60;25;FC;3
25597;Vellevans;510;25430;0.11340761909626;0.82573952785289;218;13.73;25;FC;3
25598;Venise;240;25870;0.10662022848543;0.82636004438687;334;6.12;25;FC;3
25599;Vennans;317;25640;0.10883098508533;0.82605950665785;90;1.38;25;FC;3
25600;Vennes;802;25390;0.11429482624628;0.82303422223856;108;7.21;25;FC;3
25601;Vercel-Villedieu-le-Camp;650;25530;0.11168653459704;0.82351419044601;1213;30.37;25;FC;3
25602;Vergranne;450;25110;0.11156046720894;0.82743150067244;98;5.30;25;FC;3
25604;Verne;380;25110;0.11089143120884;0.82725213677302;120;7.75;25;FC;3
25605;Vernierfontaine;711;25580;0.1099315031163;0.82220038650126;321;13.55;25;FC;3
25607;Vernois-lès-Belvoir;515;25430;0.11589471194877;0.82603527189195;56;4.71;25;FC;3
25608;Le_Vernoy;389;25750;0.11651527009465;0.83006403540999;133;3.32;25;FC;3
25609;Verrières-de-Joux;910;25300;0.112554342283;0.81851090970608;355;10.12;25;FC;3
25610;Verrières-du-Grosbois;600;25580;0.10956789840372;0.82382930898201;19;7.92;25;FC;3
25611;La_Vèze;392;25660;0.10589300241552;0.82398450469453;437;5.28;25;FC;3
25612;Vieilley;250;25870;0.10609662604799;0.82619526129443;587;9.54;25;FC;3
25613;Viéthorey;436;25340;0.11222466790718;0.8277272447115;105;7.96;25;FC;3
25614;Vieux-Charmont;330;25600;0.11937567155296;0.82945317283495;2509;2.54;25;FC;3
25615;Villars-lès-Blamont;600;25310;0.11995745573785;0.82682063809741;392;6.94;25;FC;3
25616;Villars-Saint-Georges;285;25410;0.10168966868802;0.82251064476825;181;5.18;25;FC;3
25617;Villars-sous-Dampjoux;370;25190;0.11790669686281;0.82639399969078;403;3.11;25;FC;3
25618;Villars-sous-Écot;360;25150;0.11691281346637;0.82767391491066;360;11.48;25;FC;3
25619;Les_Villedieu;940;25240;0.10899095784306;0.81555360247361;131;15.03;25;FC;3
25620;Ville-du-Pont;790;25650;0.11305855357875;0.82038231300408;264;15.11;25;FC;3
25621;Villeneuve-d'Amont;670;25270;0.1052821315181;0.81924787295873;260;14.33;25;FC;3
25622;Villers-Buzon;240;25170;0.1021066115238;0.8242705281956;236;3.15;25;FC;3
25623;Villers-Chief;648;25530;0.11243313516388;0.82424629342967;119;8.00;25;FC;3
25624;Villers-Grélot;370;25640;0.10864674427217;0.82652975432733;117;7.10;25;FC;3
25625;Villers-la-Combe;630;25510;0.11269978416803;0.82441600337014;48;5.80;25;FC;3
25626;Villers-Saint-Martin;340;25110;0.11187560238968;0.82629220035811;190;8.91;25;FC;3
25627;Villers-sous-Chalamont;710;25270;0.10545666843804;0.81862728984573;250;22.70;25;FC;3
25628;Villers-sous-Montrond;478;25620;0.10626631102132;0.82282576330423;163;6.44;25;FC;3
25629;Voillans;390;25110;0.11193862776135;0.8270388175697;199;10.17;25;FC;3
25630;Voires;630;25580;0.10906853905457;0.82200644179487;57;4.86;25;FC;3
25631;Vorges-les-Pins;320;25320;0.10346409131044;0.82307303781144;435;4.80;25;FC;3
25632;Voujeaucourt;317;25420;0.11823151929202;0.8285950357527;3195;9.47;25;FC;3
25633;Vuillafans;350;25840;0.10851584990459;0.82146342324861;668;6.26;25;FC;3
25634;Vuillecin;810;25300;0.11031451561532;0.81923815242076;524;14.24;25;FC;3
25635;Vyt-lès-Belvoir;570;25430;0.11556988951956;0.82638427915279;172;7.51;25;FC;3
26001;Aix-en-Diois;580;26150;0.094538673364612;0.78030280386282;255;16.47;26;RA;4
26002;Albon;174;26140;0.084663006252325;0.78969843618862;1573;26.13;26;RA;4
26003;Aleyrac;480;26770;0.08620472685213;0.77662790787463;45;6.66;26;RA;4
26004;Alixan;184;26300;0.087712500470413;0.78494729022489;2080;28.17;26;RA;4
26005;Allan;150;26780;0.083533393186454;0.77666179659949;1385;29.24;26;RA;4
26006;Allex;160;26400;0.085782932069731;0.78125788000876;2009;20.36;26;RA;4
26007;Ambonil;140;26800;0.085627786291477;0.78182020647292;100;1.17;26;RA;4
26008;Ancône;72;26200;0.082520143615464;0.77814051679477;947;1.68;26;RA;4
26009;Andancette;140;26140;0.08388731065057;0.78964031269784;1156;6.19;26;RA;4
26010;Anneyron;210;26140;0.085336894199034;0.79014444909219;3319;36.86;26;RA;4
26011;Aouste-sur-Sye;203;26400;0.088245781833944;0.78043849192037;1989;17.95;26;RA;4
26012;Arnayon;800;26470;0.092793345777092;0.77647757243109;35;19.68;26;RA;4
26013;Arpavon;522;26110;0.091940068963832;0.77440743073674;61;13.50;26;RA;4
26014;Arthémonay;360;26260;0.088240929887333;0.78788528953948;370;5.71;26;RA;4
26015;Aubenasson;280;26340;0.089690530080556;0.77992949525702;30;6.86;26;RA;4
26016;Aubres;300;26110;0.090185037483092;0.77452381087637;349;20.30;26;RA;4
26017;Aucelon;740;26340;0.093253922842865;0.77884831843349;39;26.79;26;RA;4
26018;Aulan;780;26570;0.094727741157251;0.77184274002797;5;10.64;26;RA;4
26019;Aurel;460;26340;0.092444280259589;0.78007490385254;205;26.20;26;RA;4
26020;La_Répara-Auriples;321;26400;0.087348879113076;0.77959493564508;230;15.24;26;RA;4
26021;Autichamp;330;26400;0.086641060829603;0.77982762934534;120;6.34;26;RA;4
26022;Ballons;800;26560;0.098475349765588;0.77240999334016;66;17.05;26;RA;4
26023;Barbières;440;26300;0.08972931236393;0.78460793692299;647;14.45;26;RA;4
26024;Barcelonne;300;26120;0.088139130554666;0.78308560746488;370;8.24;26;RA;4
26025;Barnave;580;26310;0.093714474941502;0.77945432073952;155;12.48;26;RA;4
26026;Barret-de-Lioure;960;26570;0.095842815028045;0.77120764268701;47;34.91;26;RA;4
26027;Barsac;400;26150;0.092318212871488;0.78069548696556;141;15.84;26;RA;4
26028;Bathernay;373;26260;0.087198585281433;0.78857371668125;205;5.69;26;RA;4
26030;La_Bâtie-des-Fonds;1060;26310;0.098397785198841;0.77690421083772;10;11.61;26;RA;4
26031;La_Bâtie-Rolland;170;26160;0.08493450720308;0.77760235851749;814;8.33;26;RA;4
26032;La_Baume-Cornillane;320;26120;0.08793066329796;0.78230989521837;396;14.40;26;RA;4
26033;La_Baume-de-Transit;120;26790;0.084924803309858;0.77386447876951;742;12.14;26;RA;4
26034;La_Baume-d'Hostun;240;26730;0.091217694840526;0.7863774743093;364;8.57;26;RA;4
26035;Beaufort-sur-Gervanne;380;26400;0.089705069275632;0.78150994820594;312;9.57;26;RA;4
26036;Beaumont-en-Diois;660;26310;0.095542235687138;0.77790775651549;75;17.52;26;RA;4
26037;Beaumont-lès-Valence;140;26760;0.086238657188893;0.78296922732523;3679;17.81;26;RA;4
26038;Beaumont-Monteux;134;26600;0.085879904422923;0.78572786274039;936;13.46;26;RA;4
26039;Beauregard-Baret;440;26300;0.090485616823999;0.78531087829273;543;23.84;26;RA;4
26040;Beaurières;740;26310;0.097011210377291;0.77789810255655;65;24.62;26;RA;4
26041;Beausemblant;150;26240;0.084347887716341;0.78921846798117;984;11.84;26;RA;4
26042;Beauvallon;120;26800;0.08553083890542;0.78291103725542;1685;3.23;26;RA;4
26043;Beauvoisin;570;26170;0.090960749729605;0.77320021981462;93;9.09;26;RA;4
26045;La_Bégude-de-Mazenc;220;26160;0.086127145640624;0.77746660388092;1205;24.01;26;RA;4
26046;Bellecombe-Tarendol;620;26110;0.093404208352129;0.77409717246975;75;13.63;26;RA;4
26047;Bellegarde-en-Diois;847;26470;0.094698654444719;0.77733084924434;63;25.61;26;RA;4
26048;Bénivay-Ollon;430;26170;0.090582589177192;0.77315175028277;57;9.30;26;RA;4
26049;Bésayes;250;26300;0.088599699298059;0.78475820578751;911;9.56;26;RA;4
26050;Bésignan;550;26110;0.092953318534823;0.77353963969554;69;9.05;26;RA;4
26051;Bézaudun-sur-Bîne;500;26460;0.090136551306496;0.77836348995703;55;17.89;26;RA;4
26052;Bonlieu-sur-Roubion;150;26160;0.085181773387916;0.77831988069418;378;6.10;26;RA;4
26054;Bouchet;105;26790;0.08504601875135;0.77318570558667;694;13.09;26;RA;4
26055;Boulc;800;26410;0.097117869978948;0.77927495684012;101;57.21;26;RA;4
26056;Bourdeaux;410;26460;0.089583878801276;0.77817926578862;563;23.28;26;RA;4
26057;Bourg-de-Péage;160;26300;0.08817305256905;0.78605749550432;9752;13.98;26;RA;4
26058;Bourg-lès-Valence;125;26500;0.085375693127166;0.7844188524856;18347;20.24;26;RA;4
26059;Bouvante;500;26190;0.091969147353983;0.78474848524952;223;84.54;26;RA;4
26060;Bouvières;620;26460;0.091014071208055;0.77696240090755;160;25.04;26;RA;4
26061;Bren;283;26260;0.086379255449693;0.78777862993781;471;11.20;26;RA;4
26062;Brette;700;26340;0.092672130335602;0.77820350055454;32;15.53;26;RA;4
26063;Buis-les-Baronnies;380;26170;0.09201763353058;0.77276392744903;2226;34.06;26;RA;4
26064;Chabeuil;220;26120;0.087562189994013;0.78364800050808;5861;40.11;26;RA;4
26065;Chabrillan;240;26400;0.086248361082114;0.78057424655693;608;17.54;26;RA;4
26066;Le_Chaffal;933;26190;0.090417756150472;0.78340558626984;38;11.69;26;RA;4
26067;Chalancon;760;26470|26340;0.093282992910639;0.77683150653996;56;35.95;26;RA;4
26068;Le_Chalon;360;26350;0.088817870447986;0.78811312297074;157;8.51;26;RA;4
26069;Chamaloc;560;26150;0.093947201931262;0.78187839654274;101;22.10;26;RA;4
26070;Chamaret;180;26230;0.085210851778068;0.77488253867522;493;8.05;26;RA;4
26071;Chanos-Curson;157;26600;0.085782932069731;0.78646961968302;944;8.20;26;RA;4
26072;Chantemerle-les-Blés;210;26600;0.085472648835601;0.7873422709932;880;15.56;26;RA;4
26073;Chantemerle-lès-Grignan;200;26230;0.084401209194793;0.77499405854587;177;10.09;26;RA;4
26074;La_Chapelle-en-Vercors;880;26420;0.094495039134626;0.78481639585732;662;45.47;26;RA;4
26075;La_Charce;617;26470;0.095096197816442;0.77616245389511;48;9.42;26;RA;4
26076;Charens;860;26310;0.096167645779629;0.77735029032031;33;12.98;26;RA;4
26077;Charmes-sur-l'Herbasse;243;26260;0.087537963550472;0.78800160310009;713;12.99;26;RA;4
26078;Charols;210;26450;0.08640349853799;0.77829078565927;501;7.34;26;RA;4
26079;Charpey;320;26300;0.088851800784749;0.78428795811803;901;15.84;26;RA;4
26080;Chastel-Arnaud;500;26340;0.090946193889772;0.77951737107834;36;13.13;26;RA;4
26081;Châteaudouble;380;26120;0.088924521727265;0.78362855943212;476;17.40;26;RA;4
26082;Châteauneuf-de-Bordette;540;26110;0.090204428624779;0.77374809862988;77;15.46;26;RA;4
26083;Châteauneuf-de-Galaure;255;26330;0.086510158139647;0.78947546302636;1276;18.34;26;RA;4
26084;Châteauneuf-sur-Isère;150;26300;0.086228969940427;0.78567453293958;3285;45.51;26;RA;4
26085;Châteauneuf-du-Rhône;100;26780;0.082311668036381;0.77642424263025;2220;27.51;26;RA;4
26086;Châtillon-en-Diois;560;26410;0.095707068713858;0.78006518331456;523;28.19;26;RA;4
26087;Châtillon-Saint-Jean;200;26750;0.089559635712979;0.7869350070835;888;8.98;26;RA;4
26088;Chatuzange-le-Goubet;210;26300;0.088871191926436;0.78553391803402;3975;28.26;26;RA;4
26089;Chaudebonne;680;26110;0.091052853491429;0.77625459926883;54;20.77;26;RA;4
26090;La_Chaudière;880;26340;0.091014071208055;0.77896469857312;17;12.39;26;RA;4
26091;Chauvac-Laux-Montaux;860;26510;0.096434294783774;0.77353477942656;39;18.12;26;RA;4
26092;Chavannes;190;26260;0.086015634092354;0.78723075112255;430;4.64;26;RA;4
26093;Clansayes;250;26130;0.083921240987333;0.77444138604065;441;14.73;26;RA;4
26094;Claveyson;230;26240;0.086049581073876;0.78857851037121;702;16.32;26;RA;4
26095;Cléon-d'Andran;185;26450;0.086112606445547;0.77861076446425;800;10.32;26;RA;4
26096;Clérieux;160;26260;0.086582870759786;0.78675564318409;1833;13.70;26;RA;4
26097;Cliousclat;220;26270;0.084362426911418;0.78044335218935;641;9.63;26;RA;4
26098;Cobonne;310;26400;0.08857060426315;0.78121906443587;130;11.30;26;RA;4
26099;Colonzelle;170;26230;0.085521135012197;0.77480983437746;432;6.33;26;RA;4
26100;Combovin;360;26120;0.08860455124467;0.78317289256961;361;35.74;26;RA;4
26101;Comps;680;26220;0.08913784093058;0.77739389958316;118;11.98;26;RA;4
26102;Condillac;180;26740;0.083955187968853;0.77910524689965;133;9.99;26;RA;4
26103;Condorcet;360;26110;0.090703787973925;0.7750134330428;447;22.54;26;RA;4
26104;Cornillac;600;26510;0.094019906229022;0.77570672045357;81;19.10;26;RA;4
26105;Cornillon-sur-l'Oule;540;26510;0.093656301516442;0.77595885522978;65;14.41;26;RA;4
26106;La_Coucourde;100;26740;0.083470367814783;0.7792798171091;749;10.04;26;RA;4
26107;Crépol;340;26350;0.088488196072169;0.78842824150672;470;11.49;26;RA;4
26108;Crest;190;26400;0.087654310400594;0.78066639193065;7739;23.69;26;RA;4
26110;Crozes-Hermitage;160;26600;0.084609684773874;0.78698833688433;418;5.54;26;RA;4
26111;Crupies;480;26460;0.090272305943062;0.77761207905546;89;13.34;26;RA;4
26112;Curnier;340;26110;0.091348597530482;0.77466435920291;186;8.18;26;RA;4
26113;Die;402;26150;0.093690248497962;0.78114636013811;4451;57.66;26;RA;4
26114;Dieulefit;379;26220;0.0883766845239;0.77709329527512;3096;27.65;26;RA;4
26115;Divajeu;320;26400;0.087542798852326;0.7802155187581;544;13.10;26;RA;4
26116;Donzère;72;26290;0.08225349461132;0.77569220622563;4379;32.49;26;RA;4
26117;Échevis;360;26190;0.093985984214636;0.78585389683898;52;11.22;26;RA;4
26118;Épinouze;210;26210;0.086025337985577;0.79081836200604;1096;11.42;26;RA;4
26119;Érôme;132;26600;0.08413941213726;0.78749253985772;689;7.49;26;RA;4
26121;Espeluche;160;26780;0.084163655225557;0.77694788667961;752;11.40;26;RA;4
26122;Espenel;360;26340;0.091343745583872;0.77985672438024;119;15.11;26;RA;4
26123;Establet;780;26470;0.094839252705519;0.7767588022422;21;12.74;26;RA;4
26124;Étoile-sur-Rhône;150;26800;0.085395084268853;0.7825425889186;4054;40.09;26;RA;4
26125;Eurre;210;26400;0.08705800366539;0.78119968993894;1018;18.96;26;RA;4
26126;Eygalayes;780;26560;0.097854799942087;0.77212883010807;76;18.31;26;RA;4
26127;Eygaliers;380;26170;0.092177631255445;0.77213848406703;103;8.21;26;RA;4
26128;Eygluy-Escoulin;620;26400;0.090650466495475;0.78172812767824;59;26.47;26;RA;4
26129;Eymeux;160;26730;0.09040805225725;0.78677501768102;573;10.19;26;RA;4
26130;Eyroles;560;26110;0.091207990947303;0.77524612674303;17;8.73;26;RA;4
26131;Eyzahut;500;26160;0.087455530392356;0.77781567772081;111;6.78;26;RA;4
26133;Fay-le-Clos;262;26240;0.085637498507077;0.78913610972446;169;4.53;26;RA;4
26134;Félines-sur-Rimandoule;360;26160;0.088226390692257;0.77811142175986;71;8.54;26;RA;4
26135;Ferrassières;940;26570;0.095585869917122;0.77031561687989;113;29.55;26;RA;4
26136;Val-Maravel;826;26310;0.097137277765391;0.77825683035538;43;21.00;26;RA;4
26137;Francillon-sur-Roubion;360;26400;0.088735453934626;0.77882894393654;140;10.94;26;RA;4
26138;La_Garde-Adhémar;170;26700;0.082971016788014;0.77480497410846;1075;27.85;26;RA;4
26139;Génissieux;200;26750;0.088808166554763;0.7868719567447;1826;9.11;26;RA;4
26140;Geyssans;320;26750;0.088905138907956;0.78751198093367;468;10.95;26;RA;4
26141;Gigors-et-Lozeron;600;26400;0.089132988983969;0.78180569224498;156;35.36;26;RA;4
26142;Glandage;860;26410;0.097685098323999;0.77995373002295;84;52.55;26;RA;4
26143;Le_Grand-Serre;450;26530;0.089089354753983;0.79012993486425;735;24.96;26;RA;4
26144;Grane;170;26400;0.085894443618;0.7807100011935;1567;45.49;26;RA;4
26145;Les_Granges-Gontardes;90;26290;0.083101911155591;0.77524133305307;559;7.26;26;RA;4
26146;Grignan;190;26230;0.085681124414684;0.77528494231593;1353;44.31;26;RA;4
26147;Gumiane;772;26470;0.091944920910442;0.77679755123607;33;8.87;26;RA;4
26148;Hauterives;300;26390;0.08769794463058;0.78985842559112;1333;30.87;26;RA;4
26149;Hostun;300;26730;0.090791048111517;0.78608173027024;758;18.46;26;RA;4
26150;Izon-la-Bruisse;1040;26560;0.097612394026241;0.77241971387814;14;14.69;26;RA;4
26152;Jonchères;911;26310;0.094296267448765;0.77792719759145;35;16.44;26;RA;4
26153;Laborel;827;26560;0.097665707182312;0.77304509068112;112;23.74;26;RA;4
26154;Lachau;720;26560;0.098368690163931;0.77199307547151;225;25.71;26;RA;4
26155;Lapeyrouse-Mornay;258;26210;0.087193733334823;0.79105591597526;805;11.48;26;RA;4
26156;Larnage;200;26600;0.084905412168171;0.78709985675498;770;9.21;26;RA;4
26157;La_Laupie;160;26740;0.084536955508981;0.77847987009667;588;9.56;26;RA;4
26159;Laval-d'Aix;560;26150;0.094776227333848;0.7804046031955;89;19.91;26;RA;4
26160;Laveyron;150;26240;0.084153967977093;0.78907305938564;882;5.33;26;RA;4
26161;Lemps;814;26510;0.094567751754765;0.77407779797282;44;16.93;26;RA;4
26162;Lens-Lestang;300;26210;0.088022767059786;0.79051296400803;667;16.54;26;RA;4
26163;Léoncel;913;26190;0.090601980318879;0.78380798991057;55;42.96;26;RA;4
26164;Lesches-en-Diois;1024;26310;0.096453685925461;0.77836348995703;33;19.90;26;RA;4
26165;Livron-sur-Drôme;130;26250;0.084512720743061;0.78141780283222;7759;41.73;26;RA;4
26166;Loriol-sur-Drôme;120;26270;0.08413941213726;0.78107358926133;5698;28.87;26;RA;4
26167;Luc-en-Diois;562;26310;0.095125292851351;0.77869318929999;490;23.14;26;RA;4
26168;Lus-la-Croix-Haute;1020;26620;0.099561328601474;0.77956584061017;437;88.09;26;RA;4
26169;Malataverne;110;26780;0.082912843362953;0.77642910289925;1419;16.62;26;RA;4
26170;Malissard;145;26120;0.086481063104739;0.78366251473601;2903;10.19;26;RA;4
26171;Manas;230;26160;0.086980422453886;0.77841681975786;134;1.89;26;RA;4
26172;Manthes;240;26210;0.087397365289673;0.79068746763845;570;6.87;26;RA;4
26173;Marches;320;26300;0.089157232072267;0.78495215049389;655;11.25;26;RA;4
26174;Margès;285;26260;0.087916107458127;0.78799674283109;723;9.94;26;RA;4
26175;Marignac-en-Diois;614;26150;0.093064830083092;0.78194144688155;135;18.55;26;RA;4
26176;Marsanne;260;26740;0.08504601875135;0.77917315750745;998;34.63;26;RA;4
26177;Marsaz;228;26260;0.086301682560564;0.78743921005689;502;9.07;26;RA;4
26178;Menglon;640;26410;0.095324072859591;0.7795319518853;355;36.52;26;RA;4
26179;Mercurol;200;26600;0.08540962346393;0.78675078291509;1670;20.93;26;RA;4
26180;Mérindol-les-Oliviers;420;26170;0.090000821637063;0.77271545791719;201;9.56;26;RA;4
26181;Mévouillon;840;26560;0.095348315947888;0.77220153440582;204;29.31;26;RA;4
26182;Mirabel-aux-Baronnies;260;26110;0.08897300790386;0.773389304252;1335;22.63;26;RA;4
26183;Mirabel-et-Blacons;220;26400;0.088837261589673;0.7803366925877;815;17.79;26;RA;4
26184;Miribel;433;26350;0.089186327107176;0.78887425441027;200;6.63;26;RA;4
26185;Mirmande;240;26270;0.084391521946327;0.78011851311539;503;26.60;26;RA;4
26186;Miscon;812;26310;0.096380956660565;0.7789065085033;47;12.18;26;RA;4
26187;Molières-Glandaz;440;26150;0.094257485165392;0.78060820186083;113;2.73;26;RA;4
26188;Mollans-sur-Ouvèze;290;26170;0.090631075353788;0.7721142493011;840;20.39;26;RA;4
26189;Montauban-sur-l'Ouvèze;750;26170;0.096007648054765;0.7727445529521;85;32.61;26;RA;4
26190;Montaulieu;500;26110;0.091178912557152;0.7741747370365;64;13.16;26;RA;4
26191;Montboucher-sur-Jabron;150;26740;0.083882458703958;0.77762173301442;1424;10.06;26;RA;4
26192;Montbrison-sur-Lez;280;26770;0.087688257382115;0.77563401615581;312;13.25;26;RA;4
26193;Montbrun-les-Bains;620;26570;0.094989546537162;0.77101855824962;428;33.52;26;RA;4
26194;Montchenu;380;26350;0.087814308125459;0.78882578487844;456;16.51;26;RA;4
26195;Montclar-sur-Gervanne;400;26400;0.08973416431054;0.78099123100461;157;30.08;26;RA;4
26196;Montéléger;140;26760;0.08608836335725;0.78282867899872;1526;9.48;26;RA;4
26197;Montélier;210;26120;0.087751282753787;0.78428309784903;3120;24.56;26;RA;4
26198;Montélimar;79;26200;0.082859505239745;0.77767506281525;31344;46.57;26;RA;4
26199;Montferrand-la-Fare;580;26510;0.095105901709664;0.77422806683734;46;11.47;26;RA;4
26200;Montfroc;760;26560;0.098397785198841;0.7709991837527;57;14.85;26;RA;4
26201;Montguers;650;26170;0.095227100506398;0.77292877712051;55;11.11;26;RA;4
26202;Montjoux;460;26220;0.088948764815563;0.77667151713748;295;18.53;26;RA;4
26203;Montjoyer;330;26230;0.084692101287234;0.77627397376576;222;18.40;26;RA;4
26204;Montlaur-en-Diois;530;26310;0.094727741157251;0.77898893333904;116;9.46;26;RA;4
26205;Montmaur-en-Diois;520;26150;0.093864785417902;0.77976464558554;79;12.89;26;RA;4
26206;Montmeyran;190;26120;0.086801033587333;0.78248446542781;2680;23.64;26;RA;4
26207;Montmiral;364;26750;0.089860215053886;0.78809374847379;441;26.52;26;RA;4
26208;Montoison;190;26800;0.086190171012297;0.78188325681174;1469;16.22;26;RA;4
26209;Montréal-les-Sources;600;26510;0.092512157577872;0.77496982377995;22;10.48;26;RA;4
26210;Montrigaud;462;26350;0.089554783766367;0.78924276932612;446;29.11;26;RA;4
26211;Montségur-sur-Lauzon;150;26130;0.08481815203058;0.77425230160324;1029;18.47;26;RA;4
26212;Montvendre;200;26120;0.087634919258907;0.7831437975347;857;17.26;26;RA;4
